Orthogroup	HabuProteins	HumanProteins
OG0017075		NP_001007532.1
OG0017076		NP_001007533.1
OG0017077		NP_001007535.1
OG0017078		NP_001008219.1
OG0017079		NP_001008220.1
OG0017080		NP_001008222.1
OG0017081		NP_001008270.1
OG0017082		NP_001008394.1
OG0017083		NP_001008395.1
OG0017084		NP_001008496.2
OG0017085		NP_001008503.2
OG0017086		NP_001008504.2
OG0017087		NP_001008505.2
OG0017088		NP_001008536.1
OG0017089		NP_001008540.1
OG0017090		NP_001008707.1
OG0017091		NP_001008739.1
OG0017092		NP_001008740.1
OG0017093		NP_001008743.1
OG0017094		NP_001008800.1
OG0017095		NP_001008894.1
OG0017096		NP_001008895.1
OG0017097		NP_001008897.1
OG0017098		NP_001009185.1
OG0017099		NP_001009186.1
OG0017100		NP_001009570.1
OG0017101		NP_001009571.2
OG0017102		NP_001009608.1
OG0017103		NP_001009814.1
OG0017104		NP_001009921.1
OG0017105		NP_001009931.1
OG0017106		NP_001009997.2
OG0017107		NP_001009999.1
OG0017108		NP_001010857.1
OG0017109		NP_001010858.2
OG0017110		NP_001010862.2
OG0017111		NP_001010876.1
OG0017112		NP_001010892.1
OG0017113		NP_001010893.1
OG0017114		NP_001010912.1
OG0017115		NP_001010927.2
OG0017116		NP_001010939.2
OG0017117		NP_001010985.2
OG0017118		NP_001010986.2
OG0017119		NP_001011700.2
OG0017120		NP_001011719.1
OG0017121		NP_001012264.1
OG0017122		NP_001012361.1
OG0017123		NP_001012417.2
OG0017124		NP_001012496.1
OG0017125		NP_001012533.1
OG0017126		NP_001012677.1
OG0017127		NP_001012726.1
OG0017128		NP_001012727.1
OG0017129		NP_001012728.1
OG0017130		NP_001012750.1
OG0017131		NP_001012768.1
OG0017132		NP_001012769.1
OG0017133		NP_001012986.2
OG0017134		NP_001013007.1
OG0017135		NP_001013373.1
OG0017136		NP_001013417.1
OG0017137		NP_001013421.1
OG0017138		NP_001013456.1
OG0017139		NP_001013457.1
OG0017140		NP_001013641.2
OG0017141		NP_001013644.1
OG0017142		NP_001013657.3
OG0017143		NP_001013694.4
OG0017144		NP_001013721.2
OG0017145		NP_001013728.2
OG0017146		NP_001013764.1
OG0017147		NP_001013765.2
OG0017148		NP_001013860.1
OG0017149		NP_001013870.1
OG0017150		NP_001014358.1
OG0017151		NP_001014364.1
OG0017152		NP_001015051.3
OG0017153		NP_001015880.1
OG0017154		NP_001017.1
OG0017155		NP_001017408.1
OG0017156		NP_001017424.1
OG0017157		NP_001017425.2
OG0017158		NP_001017523.1
OG0017159		NP_001017978.1
OG0017160		NP_001017992.1
OG0017161		NP_001018005.1
OG0017162		NP_001018009.2
OG0017163		NP_001018062.1
OG0017164		NP_001018146.1
OG0017165		NP_001018169.1
OG0017166		NP_001018170.1
OG0017167		NP_001019765.1
OG0017168		NP_001019769.1
OG0017169		NP_001019770.1
OG0017170		NP_001019801.3
OG0017171		NP_001019846.1
OG0017172		NP_001019850.1
OG0017173		NP_001020111.1
OG0017174		NP_001020252.1
OG0017175		NP_001020374.1
OG0017176		NP_001020375.1
OG0017177		NP_001020410.1
OG0017178		NP_001020762.1
OG0017179		NP_001025045.3
OG0017180		NP_001025062.1
OG0017181		NP_001025178.1
OG0017182		NP_001025443.1
OG0017183		NP_001025444.1
OG0017184		NP_001026918.2
OG0017185		NP_001026971.1
OG0017186		NP_001027004.1
OG0017187		NP_001027392.1
OG0017188		NP_001027451.1
OG0017189		NP_001027464.1
OG0017190		NP_001027565.1
OG0017191		NP_001028171.1
OG0017192		NP_001028190.2
OG0017193		NP_001028200.1
OG0017194		NP_001028202.1
OG0017195		NP_001028203.1
OG0017196		NP_001028260.2
OG0017197		NP_001028289.1
OG0017198		NP_001028690.1
OG0017199		NP_001028691.1
OG0017200		NP_001028692.1
OG0017201		NP_001028891.2
OG0017202		NP_001029025.1
OG0017203		NP_001030344.1
OG0017204		NP_001032208.1
OG0017205		NP_001032209.1
OG0017206		NP_001032237.1
OG0017207		NP_001032240.1
OG0017208		NP_001032402.1
OG0017209		NP_001032408.1
OG0017210		NP_001032588.1
OG0017211		NP_001032647.2
OG0017212		NP_001032818.1
OG0017213		NP_001032821.1
OG0017214		NP_001034300.2
OG0017215		NP_001034455.1
OG0017216		NP_001034456.1
OG0017217		NP_001034558.2
OG0017218		NP_001034585.1
OG0017219		NP_001034612.1
OG0017220		NP_001034637.2
OG0017221		NP_001034662.3
OG0017222		NP_001034663.1
OG0017223		NP_001034708.1
OG0017224		NP_001034740.1
OG0017225		NP_001034794.1
OG0017226		NP_001034842.2
OG0017227		NP_001034859.2
OG0017228		NP_001034860.1
OG0017229		NP_001034881.1
OG0017230		NP_001034929.2
OG0017231		NP_001034936.1
OG0017232		NP_001035.1
OG0017233		NP_001035027.1
OG0017234		NP_001035150.1
OG0017235		NP_001035232.1
OG0017236		NP_001035237.1
OG0017237		NP_001035350.2
OG0017238		NP_001035351.4
OG0017239		NP_001035521.1
OG0017240		NP_001035723.1
OG0017241		NP_001035756.1
OG0017242		NP_001035807.1
OG0017243		NP_001035890.1
OG0017244		NP_001035955.1
OG0017245		NP_001035959.1
OG0017246		NP_001035960.1
OG0017247		NP_001035962.1
OG0017248		NP_001035987.1
OG0017249		NP_001036002.1
OG0017250		NP_001036008.1
OG0017251		NP_001036064.1
OG0017252		NP_001036147.1
OG0017253		NP_001037729.1
OG0017254		NP_001037835.1
OG0017255		NP_001040.1
OG0017256		NP_001041677.1
OG0017257		NP_001043.2
OG0017258		NP_001053.2
OG0017259		NP_001058.2
OG0017260		NP_001070151.1
OG0017261		NP_001070152.1
OG0017262		NP_001070656.1
OG0017263		NP_001070894.1
OG0017264		NP_001071105.1
OG0017265		NP_001071122.1
OG0017266		NP_001071161.1
OG0017267		NP_001071179.1
OG0017268		NP_001073315.1
OG0017269		NP_001073886.1
OG0017270		NP_001073907.1
OG0017271		NP_001073958.2
OG0017272		NP_001073974.1
OG0017273		NP_001073980.2
OG0017274		NP_001073995.1
OG0017275		NP_001074025.1
OG0017276		NP_001074248.1
OG0017277		NP_001074306.3
OG0017278		NP_001074419.1
OG0017279		NP_001074420.1
OG0017280		NP_001075955.2
OG0017281		NP_001077431.1
OG0017282		NP_001078841.1
OG0017283		NP_001078898.1
OG0017284		NP_001078899.2
OG0017285		NP_001078920.1
OG0017286		NP_001078950.1
OG0017287		NP_001084.3
OG0017288		NP_001087199.1
OG0017289		NP_001091977.1
OG0017290		NP_001092003.2
OG0017291		NP_001092090.1
OG0017292		NP_001092142.1
OG0017293		NP_001092283.1
OG0017294		NP_001092688.1
OG0017295		NP_001092691.1
OG0017296		NP_001092903.1
OG0017297		NP_001092926.2
OG0017298		NP_001093097.1
OG0017299		NP_001093137.1
OG0017300		NP_001093582.1
OG0017301		NP_001093631.1
OG0017302		NP_001094282.2
OG0017303		NP_001094386.1
OG0017304		NP_001094800.1
OG0017305		NP_001094810.1
OG0017306		NP_001094859.1
OG0017307		NP_001095856.1
OG0017308		NP_001095915.1
OG0017309		NP_001095940.1
OG0017310		NP_001096075.1
OG0017311		NP_001096080.1
OG0017312		NP_001096082.2
OG0017313		NP_001096616.1
OG0017314		NP_001096618.1
OG0017315		NP_001098056.1
OG0017316		NP_001098548.2
OG0017317		NP_001098662.1
OG0017318		NP_001098707.1
OG0017319		NP_001098713.1
OG0017320		NP_001098990.1
OG0017321		NP_001098991.1
OG0017322		NP_001098999.1
OG0017323		NP_001099026.1
OG0017324		NP_001099036.1
OG0017325		NP_001099038.1
OG0017326		NP_001099047.1
OG0017327		NP_001103828.1
OG0017328		NP_001103984.2
OG0017329		NP_001104777.1
OG0017330		NP_001106175.1
OG0017331		NP_001106279.3
OG0017332		NP_001106954.1
OG0017333		NP_001106963.1
OG0017334		NP_001106964.1
OG0017335		NP_001106965.1
OG0017336		NP_001106966.1
OG0017337		NP_001106983.1
OG0017338		NP_001106984.1
OG0017339		NP_001106985.1
OG0017340		NP_001106995.1
OG0017341		NP_001107803.1
OG0017342		NP_001108107.1
OG0017343		NP_001110.2
OG0017344		NP_001112.2
OG0017345		NP_001112357.1
OG0017346		NP_001112359.1
OG0017347		NP_001116137.1
OG0017348		NP_001116146.1
OG0017349		NP_001116188.1
OG0017350		NP_001116437.1
OG0017351		NP_001116827.1
OG0017352		NP_001116841.1
OG0017353		NP_001118.3
OG0017354		NP_001118230.1
OG0017355		NP_001119521.1
OG0017356		NP_001119604.1
OG0017357		NP_001119712.1
OG0017358		NP_001120712.1
OG0017359		NP_001120792.1
OG0017360		NP_001120800.1
OG0017361		NP_001120833.1
OG0017362		NP_001120838.1
OG0017363		NP_001120959.1
OG0017364		NP_001120983.2
OG0017365		NP_001121087.1
OG0017366		NP_001121135.2
OG0017367		NP_001121138.1
OG0017368		NP_001121139.1
OG0017369		NP_001121185.1
OG0017370		NP_001121187.1
OG0017371		NP_001121188.1
OG0017372		NP_001121362.1
OG0017373		NP_001121364.1
OG0017374		NP_001121600.1
OG0017375		NP_001121633.1
OG0017376		NP_001121640.1
OG0017377		NP_001121644.1
OG0017378		NP_001121645.1
OG0017379		NP_001121680.1
OG0017380		NP_001121696.1
OG0017381		NP_001121899.1
OG0017382		NP_001121900.1
OG0017383		NP_001122070.1
OG0017384		NP_001122074.1
OG0017385		NP_001122089.1
OG0017386		NP_001122090.2
OG0017387		NP_001122099.1
OG0017388		NP_001122307.2
OG0017389		NP_001122311.1
OG0017390		NP_001122324.1
OG0017391		NP_001122326.1
OG0017392		NP_001122383.1
OG0017393		NP_001122384.1
OG0017394		NP_001122385.1
OG0017395		NP_001122386.1
OG0017396		NP_001122391.2
OG0017397		NP_001122392.2
OG0017398		NP_001122393.2
OG0017399		NP_001122401.1
OG0017400		NP_001123476.1
OG0017401		NP_001123477.1
OG0017402		NP_001123520.1
OG0017403		NP_001123612.1
OG0017404		NP_001123885.2
OG0017405		NP_001124170.1
OG0017406		NP_001124183.1
OG0017407		NP_001124192.1
OG0017408		NP_001124194.2
OG0017409		NP_001124195.1
OG0017410		NP_001124295.1
OG0017411		NP_001124297.1
OG0017412		NP_001124306.1
OG0017413		NP_001124313.1
OG0017414		NP_001124318.2
OG0017415		NP_001124320.1
OG0017416		NP_001124333.1
OG0017417		NP_001124382.1
OG0017418		NP_001124459.1
OG0017419		NP_001127696.1
OG0017420		NP_001127697.1
OG0017421		NP_001127839.2
OG0017422		NP_001127840.1
OG0017423		NP_001127854.1
OG0017424		NP_001127878.1
OG0017425		NP_001127934.1
OG0017426		NP_001128128.1
OG0017427		NP_001128143.1
OG0017428		NP_001128230.1
OG0017429		NP_001128244.1
OG0017430		NP_001128245.1
OG0017431		NP_001128247.1
OG0017432		NP_001128521.1
OG0017433		NP_001128523.1
OG0017434		NP_001128627.2
OG0017435		NP_001128628.1
OG0017436		NP_001128642.1
OG0017437		NP_001128663.1
OG0017438		NP_001128727.1
OG0017439		NP_001128728.1
OG0017440		NP_001129028.1
OG0017441		NP_001129029.1
OG0017442		NP_001129061.1
OG0017443		NP_001129071.1
OG0017444		NP_001129080.1
OG0017445		NP_001129082.1
OG0017446		NP_001129121.1
OG0017447		NP_001129175.1
OG0017448		NP_001129203.1
OG0017449		NP_001129392.2
OG0017450		NP_001129426.1
OG0017451		NP_001129427.1
OG0017452		NP_001129428.1
OG0017453		NP_001129429.1
OG0017454		NP_001129467.1
OG0017455		NP_001129472.1
OG0017456		NP_001129473.1
OG0017457		NP_001129474.1
OG0017458		NP_001129488.1
OG0017459		NP_001129503.2
OG0017460		NP_001129587.1
OG0017461		NP_001129599.1
OG0017462		NP_001129601.1
OG0017463		NP_001129602.1
OG0017464		NP_001129603.1
OG0017465		NP_001129629.1
OG0017466		NP_001129630.1
OG0017467		NP_001129677.1
OG0017468		NP_001129695.1
OG0017469		NP_001129696.2
OG0017470		NP_001129697.1
OG0017471		NP_001129734.1
OG0017472		NP_001129738.1
OG0017473		NP_001129743.2
OG0017474		NP_001129975.1
OG0017475		NP_001129980.1
OG0017476		NP_001130.1
OG0017477		NP_001131031.1
OG0017478		NP_001131136.2
OG0017479		NP_001131145.1
OG0017480		NP_001132938.1
OG0017481		NP_001132939.1
OG0017482		NP_001132940.1
OG0017483		NP_001135.3
OG0017484		NP_001135755.1
OG0017485		NP_001135757.1
OG0017486		NP_001135798.1
OG0017487		NP_001135825.1
OG0017488		NP_001135826.1
OG0017489		NP_001135861.1
OG0017490		NP_001135906.1
OG0017491		NP_001135931.2
OG0017492		NP_001135939.1
OG0017493		NP_001135973.2
OG0017494		NP_001136007.2
OG0017495		NP_001136045.1
OG0017496		NP_001136046.1
OG0017497		NP_001136047.1
OG0017498		NP_001136048.1
OG0017499		NP_001136077.1
OG0017500		NP_001136099.1
OG0017501		NP_001136155.1
OG0017502		NP_001136202.1
OG0017503		NP_001136403.1
OG0017504		NP_001136418.1
OG0017505		NP_001137281.1
OG0017506		NP_001137282.1
OG0017507		NP_001137431.2
OG0017508		NP_001137442.1
OG0017509		NP_001137443.1
OG0017510		NP_001137447.1
OG0017511		NP_001137452.1
OG0017512		NP_001137458.1
OG0017513		NP_001137468.1
OG0017514		NP_001137469.1
OG0017515		NP_001137473.2
OG0017516		NP_001137502.2
OG0017517		NP_001138346.1
OG0017518		NP_001138357.1
OG0017519		NP_001138384.1
OG0017520		NP_001138416.1
OG0017521		NP_001138417.1
OG0017522		NP_001138422.1
OG0017523		NP_001138424.1
OG0017524		NP_001138472.2
OG0017525		NP_001138482.1
OG0017526		NP_001138489.1
OG0017527		NP_001138496.1
OG0017528		NP_001138545.1
OG0017529		NP_001138627.1
OG0017530		NP_001138628.1
OG0017531		NP_001138629.1
OG0017532		NP_001138671.1
OG0017533		NP_001138682.1
OG0017534		NP_001138752.1
OG0017535		NP_001138753.1
OG0017536		NP_001138754.1
OG0017537		NP_001138755.1
OG0017538		NP_001138756.1
OG0017539		NP_001138758.1
OG0017540		NP_001138759.1
OG0017541		NP_001138775.2
OG0017542		NP_001138874.1
OG0017543		NP_001138904.1
OG0017544		NP_001138922.2
OG0017545		NP_001138926.1
OG0017546		NP_001139008.1
OG0017547		NP_001139014.1
OG0017548		NP_001139017.1
OG0017549		NP_001139113.1
OG0017550		NP_001139115.1
OG0017551		NP_001139270.1
OG0017552		NP_001139281.1
OG0017553		NP_001139283.1
OG0017554		NP_001139291.2
OG0017555		NP_001139317.1
OG0017556		NP_001139400.1
OG0017557		NP_001139418.1
OG0017558		NP_001139433.1
OG0017559		NP_001139434.1
OG0017560		NP_001139435.1
OG0017561		NP_001139436.1
OG0017562		NP_001139504.1
OG0017563		NP_001139513.1
OG0017564		NP_001139732.1
OG0017565		NP_001139813.1
OG0017566		NP_001140155.1
OG0017567		NP_001140177.1
OG0017568		NP_001143.2
OG0017569		NP_001152967.1
OG0017570		NP_001153019.1
OG0017571		NP_001153068.1
OG0017572		NP_001153123.1
OG0017573		NP_001153697.1
OG0017574		NP_001153705.1
OG0017575		NP_001153706.1
OG0017576		NP_001153778.1
OG0017577		NP_001153797.1
OG0017578		NP_001153839.1
OG0017579		NP_001153880.1
OG0017580		NP_001154806.1
OG0017581		NP_001154976.1
OG0017582		NP_001155018.1
OG0017583		NP_001155197.1
OG0017584		NP_001155198.1
OG0017585		NP_001155843.1
OG0017586		NP_001155971.1
OG0017587		NP_001156408.1
OG0017588		NP_001156469.1
OG0017589		NP_001156768.1
OG0017590		NP_001156769.1
OG0017591		NP_001156909.2
OG0017592		NP_001157.1
OG0017593		NP_001157101.1
OG0017594		NP_001157150.1
OG0017595		NP_001157329.1
OG0017596		NP_001157394.1
OG0017597		NP_001157413.1
OG0017598		NP_001157471.1
OG0017599		NP_001157472.1
OG0017600		NP_001157683.2
OG0017601		NP_001157863.1
OG0017602		NP_001157864.1
OG0017603		NP_001157865.1
OG0017604		NP_001157877.1
OG0017605		NP_001157906.1
OG0017606		NP_001157907.1
OG0017607		NP_001157914.1
OG0017608		NP_001158058.1
OG0017609		NP_001158067.1
OG0017610		NP_001158209.2
OG0017611		NP_001159432.1
OG0017612		NP_001159491.1
OG0017613		NP_001159522.1
OG0017614		NP_001159583.1
OG0017615		NP_001159584.1
OG0017616		NP_001159586.1
OG0017617		NP_001159756.1
OG0017618		NP_001159757.1
OG0017619		NP_001159827.1
OG0017620		NP_001159976.1
OG0017621		NP_001161362.1
OG0017622		NP_001161412.1
OG0017623		NP_001161419.1
OG0017624		NP_001161458.1
OG0017625		NP_001161707.1
OG0017626		NP_001161709.1
OG0017627		NP_001161710.1
OG0017628		NP_001161711.1
OG0017629		NP_001161771.1
OG0017630		NP_001161772.1
OG0017631		NP_001161773.1
OG0017632		NP_001161774.1
OG0017633		NP_001161775.2
OG0017634		NP_001161870.1
OG0017635		NP_001163801.1
OG0017636		NP_001163873.1
OG0017637		NP_001164.2
OG0017638		NP_001164104.1
OG0017639		NP_001164163.1
OG0017640		NP_001164666.1
OG0017641		NP_001164668.1
OG0017642		NP_001165081.1
OG0017643		NP_001165404.1
OG0017644		NP_001165412.1
OG0017645		NP_001165883.1
OG0017646		NP_001166117.1
OG0017647		NP_001166137.1
OG0017648		NP_001166171.1
OG0017649		NP_001166994.1
OG0017650		NP_001167.2
OG0017651		NP_001167010.1
OG0017652		NP_001167011.1
OG0017653		NP_001167013.1
OG0017654		NP_001167014.1
OG0017655		NP_001167522.1
OG0017656		NP_001167564.1
OG0017657		NP_001167565.1
OG0017658		NP_001167566.1
OG0017659		NP_001167595.1
OG0017660		NP_001169.3
OG0017661		NP_001170899.1
OG0017662		NP_001170902.1
OG0017663		NP_001170904.1
OG0017664		NP_001170986.1
OG0017665		NP_001171346.1
OG0017666		NP_001171488.1
OG0017667		NP_001171536.2
OG0017668		NP_001171546.1
OG0017669		NP_001171560.1
OG0017670		NP_001171570.1
OG0017671		NP_001171587.1
OG0017672		NP_001171590.1
OG0017673		NP_001171591.1
OG0017674		NP_001171592.1
OG0017675		NP_001171593.1
OG0017676		NP_001171594.1
OG0017677		NP_001171595.1
OG0017678		NP_001171596.1
OG0017679		NP_001171661.1
OG0017680		NP_001171809.1
OG0017681		NP_001171817.1
OG0017682		NP_001171968.1
OG0017683		NP_001172007.1
OG0017684		NP_001172020.1
OG0017685		NP_001173.2
OG0017686		NP_001176.1
OG0017687		NP_001177087.1
OG0017688		NP_001177170.1
OG0017689		NP_001177171.1
OG0017690		NP_001177344.1
OG0017691		NP_001177389.1
OG0017692		NP_001177396.1
OG0017693		NP_001177694.1
OG0017694		NP_001177848.1
OG0017695		NP_001178251.1
OG0017696		NP_001180199.1
OG0017697		NP_001180268.1
OG0017698		NP_001180269.1
OG0017699		NP_001180271.1
OG0017700		NP_001180326.1
OG0017701		NP_001180353.1
OG0017702		NP_001180411.1
OG0017703		NP_001180412.1
OG0017704		NP_001180417.1
OG0017705		NP_001180528.1
OG0017706		NP_001180552.1
OG0017707		NP_001180557.1
OG0017708		NP_001181887.2
OG0017709		NP_001181926.1
OG0017710		NP_001182001.1
OG0017711		NP_001182010.1
OG0017712		NP_001182053.1
OG0017713		NP_001182119.1
OG0017714		NP_001182207.1
OG0017715		NP_001182233.1
OG0017716		NP_001182451.1
OG0017717		NP_001182482.1
OG0017718		NP_001182500.1
OG0017719		NP_001182526.1
OG0017720		NP_001183.2
OG0017721		NP_001184044.1
OG0017722		NP_001184113.2
OG0017723		NP_001185707.1
OG0017724		NP_001185708.1
OG0017725		NP_001185709.1
OG0017726		NP_001185713.1
OG0017727		NP_001185736.1
OG0017728		NP_001185741.1
OG0017729		NP_001185792.1
OG0017730		NP_001185838.1
OG0017731		NP_001185879.1
OG0017732		NP_001185903.2
OG0017733		NP_001185918.1
OG0017734		NP_001186040.1
OG0017735		NP_001186048.1
OG0017736		NP_001186102.1
OG0017737		NP_001186103.1
OG0017738		NP_001186104.1
OG0017739		NP_001186109.1
OG0017740		NP_001186110.1
OG0017741		NP_001186111.1
OG0017742		NP_001186112.1
OG0017743		NP_001186113.1
OG0017744		NP_001186114.1
OG0017745		NP_001186162.1
OG0017746		NP_001186231.1
OG0017747		NP_001186232.1
OG0017748		NP_001186256.3
OG0017749		NP_001186274.1
OG0017750		NP_001186284.1
OG0017751		NP_001186398.1
OG0017752		NP_001186464.1
OG0017753		NP_001186601.1
OG0017754		NP_001186715.1
OG0017755		NP_001186827.1
OG0017756		NP_001186871.1
OG0017757		NP_001186902.2
OG0017758		NP_001186903.2
OG0017759		NP_001186907.1
OG0017760		NP_001186913.1
OG0017761		NP_001186918.1
OG0017762		NP_001188.1
OG0017763		NP_001188410.1
OG0017764		NP_001188411.1
OG0017765		NP_001188412.1
OG0017766		NP_001188502.1
OG0017767		NP_001189378.1
OG0017768		NP_001189393.1
OG0017769		NP_001189394.1
OG0017770		NP_001189395.1
OG0017771		NP_001189396.1
OG0017772		NP_001189397.1
OG0017773		NP_001189399.1
OG0017774		NP_001189404.1
OG0017775		NP_001189488.1
OG0017776		NP_001190177.1
OG0017777		NP_001190178.1
OG0017778		NP_001190187.1
OG0017779		NP_001190991.1
OG0017780		NP_001190994.1
OG0017781		NP_001191008.1
OG0017782		NP_001191010.1
OG0017783		NP_001191012.1
OG0017784		NP_001191016.1
OG0017785		NP_001191047.1
OG0017786		NP_001191188.1
OG0017787		NP_001191189.1
OG0017788		NP_001191190.1
OG0017789		NP_001191198.1
OG0017790		NP_001191230.1
OG0017791		NP_001191231.1
OG0017792		NP_001191232.1
OG0017793		NP_001191328.1
OG0017794		NP_001191337.2
OG0017795		NP_001191406.1
OG0017796		NP_001191792.1
OG0017797		NP_001191793.1
OG0017798		NP_001191826.1
OG0017799		NP_001191948.1
OG0017800		NP_001192123.1
OG0017801		NP_001192176.1
OG0017802		NP_001192177.1
OG0017803		NP_001192179.1
OG0017804		NP_001192180.1
OG0017805		NP_001192201.1
OG0017806		NP_001192209.1
OG0017807		NP_001193318.1
OG0017808		NP_001193409.1
OG0017809		NP_001193486.1
OG0017810		NP_001193498.1
OG0017811		NP_001193499.1
OG0017812		NP_001193500.1
OG0017813		NP_001193501.1
OG0017814		NP_001193620.1
OG0017815		NP_001193725.1
OG0017816		NP_001193726.1
OG0017817		NP_001193727.1
OG0017818		NP_001193728.1
OG0017819		NP_001193849.1
OG0017820		NP_001193885.1
OG0017821		NP_001193910.1
OG0017822		NP_001193923.1
OG0017823		NP_001193924.1
OG0017824		NP_001193925.1
OG0017825		NP_001201835.1
OG0017826		NP_001207402.1
OG0017827		NP_001207403.1
OG0017828		NP_001207404.1
OG0017829		NP_001207405.1
OG0017830		NP_001207407.1
OG0017831		NP_001207408.1
OG0017832		NP_001207409.1
OG0017833		NP_001207411.1
OG0017834		NP_001229236.1
OG0017835		NP_001229290.1
OG0017836		NP_001229326.1
OG0017837		NP_001229450.1
OG0017838		NP_001229528.1
OG0017839		NP_001229529.1
OG0017840		NP_001229557.1
OG0017841		NP_001229573.1
OG0017842		NP_001229601.2
OG0017843		NP_001229602.1
OG0017844		NP_001229603.1
OG0017845		NP_001229604.1
OG0017846		NP_001229605.1
OG0017847		NP_001229668.1
OG0017848		NP_001229766.1
OG0017849		NP_001229778.1
OG0017850		NP_001229779.1
OG0017851		NP_001229780.1
OG0017852		NP_001229792.1
OG0017853		NP_001229862.1
OG0017854		NP_001230008.1
OG0017855		NP_001230023.1
OG0017856		NP_001230155.2
OG0017857		NP_001230156.1
OG0017858		NP_001230157.1
OG0017859		NP_001230159.1
OG0017860		NP_001230160.1
OG0017861		NP_001230161.1
OG0017862		NP_001230162.1
OG0017863		NP_001230163.1
OG0017864		NP_001230164.1
OG0017865		NP_001230165.1
OG0017866		NP_001230228.1
OG0017867		NP_001230301.1
OG0017868		NP_001230303.2
OG0017869		NP_001230315.1
OG0017870		NP_001230647.1
OG0017871		NP_001230648.1
OG0017872		NP_001230676.1
OG0017873		NP_001230829.1
OG0017874		NP_001231001.1
OG0017875		NP_001231367.1
OG0017876		NP_001231737.1
OG0017877		NP_001231739.1
OG0017878		NP_001231741.1
OG0017879		NP_001231742.1
OG0017880		NP_001231743.1
OG0017881		NP_001231744.2
OG0017882		NP_001231745.1
OG0017883		NP_001231874.1
OG0017884		NP_001231875.1
OG0017885		NP_001231901.2
OG0017886		NP_001231902.2
OG0017887		NP_001232.1
OG0017888		NP_001235.1
OG0017889		NP_001238850.1
OG0017890		NP_001238968.1
OG0017891		NP_001239428.1
OG0017892		NP_001239597.1
OG0017893		NP_001240701.1
OG0017894		NP_001242907.1
OG0017895		NP_001243093.1
OG0017896		NP_001243094.1
OG0017897		NP_001243143.1
OG0017898		NP_001243276.1
OG0017899		NP_001243284.1
OG0017900		NP_001243334.1
OG0017901		NP_001243371.1
OG0017902		NP_001243463.1
OG0017903		NP_001243509.2
OG0017904		NP_001243615.1
OG0017905		NP_001243632.1
OG0017906		NP_001243650.1
OG0017907		NP_001243722.1
OG0017908		NP_001243738.1
OG0017909		NP_001243748.1
OG0017910		NP_001243758.1
OG0017911		NP_001244222.1
OG0017912		NP_001244263.1
OG0017913		NP_001244264.1
OG0017914		NP_001244305.1
OG0017915		NP_001244322.1
OG0017916		NP_001244324.1
OG0017917		NP_001244893.1
OG0017918		NP_001244904.1
OG0017919		NP_001244927.1
OG0017920		NP_001244950.1
OG0017921		NP_001244958.1
OG0017922		NP_001244959.1
OG0017923		NP_001244960.1
OG0017924		NP_001245150.1
OG0017925		NP_001245283.1
OG0017926		NP_001245300.2
OG0017927		NP_001245308.1
OG0017928		NP_001245309.1
OG0017929		NP_001245313.1
OG0017930		NP_001245391.1
OG0017931		NP_001245392.1
OG0017932		NP_001248359.2
OG0017933		NP_001248379.1
OG0017934		NP_001248380.1
OG0017935		NP_001248757.1
OG0017936		NP_001252516.1
OG0017937		NP_001252541.1
OG0017938		NP_001252543.1
OG0017939		NP_001254475.1
OG0017940		NP_001254478.1
OG0017941		NP_001254479.2
OG0017942		NP_001255.4
OG0017943		NP_001255972.1
OG0017944		NP_001257293.1
OG0017945		NP_001257330.1
OG0017946		NP_001257357.1
OG0017947		NP_001257388.1
OG0017948		NP_001257389.1
OG0017949		NP_001257450.1
OG0017950		NP_001257451.1
OG0017951		NP_001257454.1
OG0017952		NP_001257530.1
OG0017953		NP_001257734.1
OG0017954		NP_001257882.1
OG0017955		NP_001258025.1
OG0017956		NP_001258026.1
OG0017957		NP_001258027.1
OG0017958		NP_001258029.1
OG0017959		NP_001258463.1
OG0017960		NP_001258489.1
OG0017961		NP_001258490.1
OG0017962		NP_001258510.1
OG0017963		NP_001258522.1
OG0017964		NP_001258629.1
OG0017965		NP_001258647.1
OG0017966		NP_001258652.1
OG0017967		NP_001258661.1
OG0017968		NP_001258685.1
OG0017969		NP_001258748.1
OG0017970		NP_001258761.1
OG0017971		NP_001258795.1
OG0017972		NP_001258796.1
OG0017973		NP_001258828.1
OG0017974		NP_001258829.1
OG0017975		NP_001258851.1
OG0017976		NP_001258877.1
OG0017977		NP_001258900.1
OG0017978		NP_001258901.1
OG0017979		NP_001258918.1
OG0017980		NP_001258948.1
OG0017981		NP_001258971.1
OG0017982		NP_001258972.1
OG0017983		NP_001258973.1
OG0017984		NP_001258980.1
OG0017985		NP_001259002.1
OG0017986		NP_001263180.1
OG0017987		NP_001263193.1
OG0017988		NP_001263219.1
OG0017989		NP_001263239.1
OG0017990		NP_001263303.1
OG0017991		NP_001263982.1
OG0017992		NP_001263996.1
OG0017993		NP_001264153.1
OG0017994		NP_001264742.1
OG0017995		NP_001264743.1
OG0017996		NP_001264744.1
OG0017997		NP_001264745.1
OG0017998		NP_001264746.1
OG0017999		NP_001264747.1
OG0018000		NP_001264771.1
OG0018001		NP_001265114.1
OG0018002		NP_001265115.1
OG0018003		NP_001265116.1
OG0018004		NP_001265227.1
OG0018005		NP_001265350.1
OG0018006		NP_001265351.1
OG0018007		NP_001265416.1
