Orthogroup	HabuProteins	HumanProteins
OG0002200	XP_015675742.1	NP_001305905.1, NP_001305906.1, NP_005671.3, XP_011508712.1
OG0002201	XP_015675743.1	NP_001171187.1, NP_001171189.1, NP_003588.1, XP_047301981.1
OG0002202	XP_015675764.1	NP_001307994.1, NP_001307995.1, NP_001366616.1, NP_001636.1
OG0002203	XP_015675768.1, XP_015675769.1	NP_001308258.1, NP_057217.2, XP_047300596.1
OG0002204	XP_015675775.1, XP_015676015.1, XP_015683424.1, XP_029138882.1	NP_115984.3
OG0002205	XP_015675819.1	NP_001120730.1, NP_001316340.1, NP_115801.3, XP_011535538.1
OG0002206	XP_015675827.1	NP_001130029.1, NP_001381646.1, NP_001381653.1, XP_016870442.1
OG0002207	XP_015675906.1, XP_015675914.1	NP_004175.2, NP_776049.1, XP_016877116.1
OG0002208	XP_015675915.1	NP_001273659.1, NP_001317660.1, NP_536856.2, XP_006717090.1
OG0002209	XP_015675955.1, XP_015676009.1	NP_000569.3, NP_001366375.1, XP_005246850.1
OG0002210	XP_015675964.1	NP_001308318.2, NP_001308319.2, NP_001308320.2, NP_056495.4
OG0002211	XP_015676072.1	NP_001124319.1, NP_004199.1, NP_116012.2, NP_665811.1
OG0002212	XP_015676094.1	NP_001171701.1, NP_001366379.1, NP_001366380.1, XP_005262510.2
OG0002213	XP_015676106.1	NP_001309123.1, NP_001309124.1, NP_001309125.1, NP_004963.1
OG0002214	XP_015676115.1, XP_015676116.1, XP_015676117.1	NP_060935.2, XP_005251567.1
OG0002215	XP_015676150.1	NP_001263183.2, NP_001333866.1, NP_742150.1, NP_742152.1
OG0002216	XP_015676175.1	NP_001171678.1, NP_001171679.1, NP_775101.1, XP_005262422.1
OG0002217	XP_015676221.1	NP_004042.1, NP_976059.1, NP_976060.1, XP_011511369.1
OG0002218	XP_015676239.1	NP_000127.2, NP_001230672.1, NP_001230673.1, XP_011516667.1
OG0002219	XP_015676356.1	NP_001186210.1, NP_001188358.1, NP_036427.1, XP_005261472.1
OG0002220	XP_015676365.1, XP_015683535.1	NP_000194.2, NP_001350505.1, XP_047271604.1
OG0002221	XP_015676427.1, XP_015683628.1, XP_015684921.1, XP_015684922.1	NP_054752.3
OG0002222	XP_015676430.1, XP_015676431.1, XP_015676432.1, XP_015676433.1	NP_872357.2
OG0002223	XP_015676437.1, XP_015683768.1	NP_001335580.1, NP_001335581.1, NP_689539.1
OG0002224	XP_015676458.1	NP_001273668.1, NP_001273669.1, NP_116296.1, NP_957717.1
OG0002225	XP_015676503.1	NP_002885.1, NP_976036.1, NP_976037.1, XP_006722582.1
OG0002226	XP_015676517.1	NP_001318031.1, NP_001318032.1, NP_001318033.1, NP_689871.1
OG0002227	XP_015676601.1, XP_015679859.2, XP_015685924.1	NP_776253.3, XP_047272843.1
OG0002228	XP_015676637.1	NP_001269086.1, NP_036412.1, NP_803188.1, XP_047297898.1
OG0002229	XP_015676665.1, XP_015685401.1	NP_001254772.1, NP_004889.1, XP_005265844.1
OG0002230	XP_015676759.1, XP_015676760.1	NP_001153244.1, NP_001153245.1, NP_620148.1
OG0002231	XP_015676768.1, XP_015676769.1	NP_001188395.1, NP_114122.2, XP_006714567.1
OG0002232	XP_015676783.1	NP_001124464.1, NP_001124465.1, NP_001352869.1, NP_002890.2
OG0002233	XP_015676790.1	NP_001273554.1, NP_006702.1, NP_542161.1, XP_005255105.1
OG0002234	XP_015676794.1	NP_001269074.1, NP_001269075.1, NP_065793.1, NP_851849.1
OG0002235	XP_015676804.1, XP_015680020.1, XP_015687984.1	NP_055269.1, NP_653266.2
OG0002236	XP_015676825.1	NP_000400.2, NP_001305990.1, NP_001305991.1, NP_001371839.1
OG0002237	XP_015676853.1, XP_015676854.1	NP_001133.1, NP_001351743.1, XP_016884893.2
OG0002238	XP_015676884.1	NP_001231178.1, NP_001632.2, NP_542379.1, NP_542380.1
OG0002239	XP_015676927.1, XP_015683817.1, XP_015686850.1, XP_015686871.1	NP_115766.3
OG0002240	XP_015676946.1	NP_001304260.1, NP_001901.1, NP_683865.1, XP_011507546.1
OG0002241	XP_015676947.1	NP_001094380.1, NP_001116640.1, NP_001274314.1, NP_001332871.1
OG0002242	XP_015676948.1	NP_001157994.1, NP_001291768.1, NP_796377.3, XP_006711351.1
OG0002243	XP_015676961.1	NP_001036066.1, NP_001275511.1, NP_597719.1, XP_016861228.1
OG0002244	XP_015676963.1	NP_001008744.1, NP_001317134.1, NP_060789.2, XP_005267905.1
OG0002245	XP_015676966.1, XP_015682129.2	NP_001305290.1, NP_001309164.1, NP_001309166.1
OG0002246	XP_015677003.1	NP_001093156.1, NP_071335.1, NP_071336.1, XP_047282201.1
OG0002247	XP_015677023.2, XP_015685839.1, XP_015686841.1	NP_001124147.1, NP_004353.1
OG0002248	XP_015677039.2	NP_037410.1, NP_055258.1, NP_073626.1, XP_016864835.1
OG0002249	XP_015677043.1, XP_015677060.1, XP_029140987.1	NP_714913.1, XP_005262942.1
OG0002250	XP_015677059.1	NP_000484.2, NP_001411035.1, NP_001411036.1, XP_011533735.1
OG0002251	XP_015677061.1	NP_001074445.1, NP_001309866.1, NP_001309867.1, NP_037484.1
OG0002252	XP_015677132.1	NP_001139808.1, NP_001277024.1, NP_001277026.1, NP_001277027.1
OG0002253	XP_015677151.1, XP_015677152.1, XP_015677153.1	NP_004519.1, XP_047276986.1
OG0002254	XP_015677171.1	NP_001119807.1, NP_001229965.1, NP_055085.1, XP_011524704.1
OG0002255	XP_015677198.1	NP_001412678.1, NP_001412679.1, NP_001412680.1, NP_002652.2
OG0002256	XP_015677215.1, XP_015683835.1, XP_015684729.1, XP_015684730.1	NP_001278850.1
OG0002257	XP_015677242.1, XP_015677270.1	NP_001121082.1, NP_001361644.1, NP_001692.1
OG0002258	XP_015677312.1	NP_001119593.1, NP_001119594.1, NP_068380.3, XP_005257616.1
OG0002259	XP_015677347.1	NP_001400880.1, NP_001400883.1, NP_004053.1, XP_011521109.1
OG0002260	XP_015677376.1	NP_951032.1, NP_951033.1, NP_951047.1, NP_951056.1
OG0002261	XP_015677389.1, XP_029138945.1, XP_029139020.1	NP_001335874.1, NP_003733.2
OG0002262	XP_015677471.1, XP_015678513.1, XP_015680705.1	NP_078870.1, NP_683879.1
OG0002263	XP_015677506.1	NP_001167012.1, NP_001371850.1, NP_001371851.1, NP_001371852.1
OG0002264	XP_015677522.1, XP_015686698.1, XP_029140801.1	NP_071358.1, NP_859530.1
OG0002265	XP_015677525.1, XP_015677535.1, XP_029141085.1, XP_029141086.1	NP_001245218.1
OG0002266	XP_015677609.1	NP_001035863.1, NP_001035864.1, NP_055627.2, XP_006711906.1
OG0002267	XP_015677622.1	NP_001294889.1, NP_001294955.1, NP_079417.2, NP_510883.2
OG0002268	XP_015677648.1	NP_009148.2, NP_665858.1, NP_665859.1, XP_005247143.1
OG0002269	XP_015677691.1, XP_015686217.1	NP_001098.1, NP_001289545.1, NP_001289546.1
OG0002270	XP_015677703.1	NP_001035895.1, NP_001317120.1, NP_078919.2, XP_005268119.1
OG0002271	XP_015677716.1, XP_015679550.1	NP_001275979.1, NP_057693.4, NP_065105.3
OG0002272	XP_015677811.1, XP_029139719.1, XP_029139820.1	NP_001308498.1, NP_001350918.1
OG0002273	XP_015677870.1, XP_015679821.1, XP_015683054.1	NP_006247.1, NP_998725.1
OG0002274	XP_015677874.1	NP_000029.2, NP_001120982.1, NP_001341824.1, NP_001394379.1
OG0002275	XP_015677892.1, XP_015677900.1	NP_001263309.1, NP_057733.2, XP_016883363.1
OG0002276	XP_015677927.1, XP_015683662.2, XP_029142453.1	NP_066983.1, NP_542189.1
OG0002277	XP_015677946.1	NP_001269108.1, NP_001269109.1, NP_006237.1, XP_024305415.1
OG0002278	XP_015677963.1, XP_015677964.1, XP_015681073.1, XP_015686405.1	NP_001341500.1
OG0002279	XP_015677970.1	NP_000527.2, NP_001230714.1, NP_001230715.1, XP_047283341.1
OG0002280	XP_015677977.1, XP_015678173.1, XP_015685185.1	NP_000785.1, NP_000789.1
OG0002281	XP_015678051.1, XP_015685539.1	NP_001304925.1, NP_055152.1, NP_680480.1
OG0002282	XP_015678066.1	NP_001193602.1, NP_853511.2, NP_861535.1, XP_011534776.1
OG0002283	XP_015678084.1	NP_001074472.1, NP_001074473.1, NP_001274166.1, NP_054785.2
OG0002284	XP_015678091.1, XP_015681196.1	NP_001193856.1, NP_001360.1, XP_005248319.2
OG0002285	XP_015678133.1	NP_004094.3, NP_775266.1, NP_775268.1, XP_005273504.1
OG0002286	XP_015678139.1	NP_001157973.1, NP_001157974.1, NP_062817.2, XP_006724344.3
OG0002287	XP_015678146.1, XP_015686146.1, XP_029140325.1	NP_001373268.1, NP_001397723.1
OG0002288	XP_015678156.1, XP_029141299.1	NP_001090.2, NP_001127666.1, XP_011511248.1
OG0002289	XP_015678227.1	NP_001136028.1, NP_001136029.1, NP_036616.2, NP_036617.2
OG0002290	XP_015678256.1	NP_001116251.1, NP_079061.2, NP_659456.3, XP_047301844.1
OG0002291	XP_015678278.1	NP_001280214.1, NP_001280215.1, NP_075559.2, XP_011536993.1
OG0002292	XP_015678284.1	NP_001342212.1, NP_001342216.1, NP_001374774.1, NP_001374775.1
OG0002293	XP_015678315.1, XP_015680329.1, XP_015685785.1, XP_015685811.1	NP_001341618.1
OG0002294	XP_015678386.1, XP_015685585.2	NP_001122400.1, NP_002185.1, XP_024308643.1
OG0002295	XP_015678415.1, XP_015678416.1	NP_001291203.1, NP_659418.1, XP_005252869.1
OG0002296	XP_015678489.1, XP_015681195.1	NP_001034800.1, NP_001034801.1, NP_127491.1
OG0002297	XP_015678505.1	NP_001373364.1, NP_001373365.1, NP_001373366.1, NP_006555.1
OG0002298	XP_015678528.1, XP_015678529.1	NP_001128563.1, NP_001128564.1, NP_663625.2
OG0002299	XP_015678551.1, XP_029138841.1	NP_001164606.1, NP_001164607.1, NP_004720.1
OG0002300	XP_015678630.1	NP_001310257.1, NP_001310258.1, NP_001310260.1, NP_620637.1
OG0002301	XP_015678657.1, XP_015678661.1	NP_001307643.1, NP_005119.2, XP_016883998.1
OG0002302	XP_015678671.1, XP_015678672.1, XP_015687811.1	NP_036290.1, XP_005266393.1
OG0002303	XP_015678855.1	NP_000833.1, NP_001137303.1, NP_001371197.1, XP_011541094.1
OG0002304	XP_015678912.2, XP_015684897.1, XP_015686699.1, XP_029141108.1	NP_001275582.1
OG0002305	XP_015678985.1	NP_001271233.1, NP_001271234.1, NP_055161.1, XP_047297262.1
OG0002306	XP_015678991.1, XP_015680928.1, XP_015680929.1, XP_015685366.1	XP_016862000.1
OG0002307	XP_015679020.1, XP_015687573.1	NP_001159864.1, NP_001363851.1, NP_006661.1
OG0002308	XP_015679056.1, XP_015679057.1	NP_001005353.1, NP_037542.1, NP_982289.1
OG0002309	XP_015679064.1, XP_015682938.1, XP_015685249.1	NP_001365386.1, XP_005271966.1
OG0002310	XP_015679073.1	NP_001280014.1, NP_001715.1, NP_954655.1, XP_011514829.1
OG0002311	XP_015679121.1, XP_015686541.1, XP_015688002.1	NP_079029.3, XP_005264978.1
OG0002312	XP_015679136.1	NP_001121080.1, NP_001334924.1, NP_004807.3, XP_016870813.2
OG0002313	XP_015679193.1, XP_015686166.1, XP_029139210.1	NP_001073936.1, NP_001369277.1
OG0002314	XP_015679196.1, XP_015679197.1, XP_015679198.1	NP_002739.1, XP_005254594.1
OG0002315	XP_015679219.1	NP_001257436.1, NP_001257437.1, NP_006281.1, XP_047275238.1
OG0002316	XP_015679227.2	NP_001034118.1, NP_001157397.1, NP_001157398.1, XP_047285377.1
OG0002317	XP_015679246.1	NP_001258833.1, NP_001258834.1, NP_001258835.1, NP_057556.2
OG0002318	XP_015679275.2, XP_015679277.1, XP_015679279.2, XP_015686372.1	NP_001412036.1
OG0002319	XP_015679288.1	NP_001244109.1, NP_001244110.1, NP_006740.1, XP_005273670.1
OG0002320	XP_015679348.1, XP_015679349.1, XP_015679350.1	NP_001129042.1, XP_011537020.1
OG0002321	XP_015679432.1, XP_029138917.1, XP_029141502.1	NP_000828.1, NP_001009184.1
OG0002322	XP_015679452.1, XP_015681785.1, XP_015681945.1	NP_001015878.1, NP_001411347.1
OG0002323	XP_015679464.1	NP_001139730.1, NP_001139731.1, NP_079055.3, XP_005269209.1
OG0002324	XP_015679467.1	NP_001273174.1, NP_001273175.1, NP_848597.1, XP_005268754.1
OG0002325	XP_015679529.1	NP_001194.1, NP_001243721.1, NP_001243723.1, XP_011530503.1
OG0002326	XP_015679551.2, XP_029141540.1, XP_029141541.1	NP_060394.1, XP_016876879.1
OG0002327	XP_015679563.1	NP_001254476.1, NP_001254477.1, NP_003215.1, XP_011526784.1
OG0002328	XP_015679569.1, XP_015679570.1, XP_015679571.1	NP_001008749.2, XP_005250053.1
OG0002329	XP_015679589.1	NP_001127891.1, NP_001127892.1, NP_003494.1, XP_005271298.1
OG0002330	XP_015679603.1, XP_015685100.1	NP_001191032.1, NP_005146.4, NP_619731.2
OG0002331	XP_015679608.1	NP_001333286.1, NP_001333287.1, NP_001333288.1, NP_001333289.1
OG0002332	XP_015679613.1, XP_015679614.1, XP_015685937.1	NP_004299.1, XP_047282889.1
OG0002333	XP_015679685.1, XP_015679686.1, XP_015679687.1	NP_001244318.1, NP_001244329.1
OG0002334	XP_015679709.1	NP_001291898.1, NP_001364148.1, NP_001364149.1, NP_001364150.1
OG0002335	XP_015679755.1, XP_015680923.1, XP_015684023.1	XP_006714977.1, XP_011530505.1
OG0002336	XP_015679797.1	NP_000719.1, NP_001029124.1, NP_001029125.1, NP_001365879.1
OG0002337	XP_015679924.1, XP_015686275.1	NP_001382226.1, XP_016858530.2, XP_047293973.1
OG0002338	XP_015680017.1	NP_001269912.1, NP_001269913.1, NP_055623.1, XP_011510535.1
OG0002339	XP_015680024.1, XP_015680025.1	NP_001035926.1, NP_001035927.1, NP_777554.1
OG0002340	XP_015680031.1, XP_015680035.1	NP_001660.2, NP_033667.2, XP_005274571.1
OG0002341	XP_015680222.1	NP_001191013.1, NP_001191017.1, NP_001191018.1, NP_877421.2
OG0002342	XP_015680325.1, XP_015680326.1	NP_060095.2, NP_543154.1, XP_024309089.1
OG0002343	XP_015680335.1, XP_015685858.1	NP_006601.2, NP_631947.1, XP_016855586.1
OG0002344	XP_015680380.1	NP_001291692.1, NP_001291693.1, NP_065883.1, XP_047282118.1
OG0002345	XP_015680390.1	NP_001116307.2, NP_001363439.1, NP_078801.3, XP_005273321.1
OG0002346	XP_015680453.1, XP_029140719.1	NP_001171600.1, NP_064548.1, XP_024309410.1
OG0002347	XP_015680663.1, XP_015680664.1	NP_001107781.1, NP_004424.3, XP_005244999.1
OG0002348	XP_015680735.1, XP_015686261.1, XP_029139884.1	NP_005621.2, XP_016872646.2
OG0002349	XP_015680767.1, XP_015680768.1, XP_015680769.1, XP_015680770.1	NP_001193570.2
OG0002350	XP_015680808.1	NP_001358323.1, NP_001383338.1, NP_660310.2, XP_047274166.1
OG0002351	XP_015680840.1	NP_001291744.1, NP_001373227.1, NP_055940.3, XP_047294448.1
OG0002352	XP_015680887.1, XP_015684957.1, XP_029138785.1, XP_029141755.1	NP_444271.2
OG0002353	XP_015680911.1	NP_001278709.1, NP_059965.2, NP_906270.1, XP_011527187.1
OG0002354	XP_015680979.1, XP_015683977.1	NP_037414.3, NP_690856.1, XP_016869742.1
OG0002355	XP_015681062.2	NP_001166139.1, NP_001166140.1, NP_001166141.1, NP_078982.3
OG0002356	XP_015681088.1	NP_001120716.1, NP_001120717.1, NP_062540.2, XP_005252152.1
OG0002357	XP_015681116.1, XP_029141424.1	NP_001047.1, NP_789795.1, XP_005264070.1
OG0002358	XP_015681192.1, XP_029141063.1	NP_001300962.1, NP_001317448.1, NP_597701.1
OG0002359	XP_015681217.2	NP_001297149.1, NP_001492.1, NP_847901.1, NP_847902.1
OG0002360	XP_015681235.1	NP_001335133.1, NP_068582.2, NP_817089.1, XP_011527272.1
OG0002361	XP_015681321.1	NP_000705.2, NP_001243459.1, NP_001243460.1, XP_047297435.1
OG0002362	XP_015681329.1	NP_001124146.1, NP_001186600.1, NP_001186602.1, NP_001210.1
OG0002363	XP_015681345.1, XP_015687157.1, XP_029140669.1	NP_065990.1, NP_705898.1
OG0002364	XP_015681378.1	NP_001035541.1, NP_001035542.1, NP_079434.3, XP_006714984.2
OG0002365	XP_015681437.1	NP_001120868.1, NP_001258963.1, NP_001401413.1, NP_008880.2
OG0002366	XP_015681444.1, XP_015686619.1, XP_029140984.1	NP_036346.1, NP_463459.1
OG0002367	XP_015681471.1, XP_015684297.1, XP_015684602.1, XP_015686264.1	NP_001399993.1
OG0002368	XP_015681495.1, XP_015686482.1, XP_029139942.1	NP_001610.2, NP_005151.2
OG0002369	XP_015681544.1, XP_015681545.1, XP_015681546.1, XP_015686149.1	NP_061846.2
OG0002370	XP_015681557.1, XP_029141069.1, XP_029143198.1	NP_001358366.1, NP_001358367.1
OG0002371	XP_015681573.1, XP_015682337.1	NP_004851.2, NP_005078.2, XP_047293062.1
OG0002372	XP_015681587.1	NP_001136400.1, NP_001350362.1, NP_001350363.1, NP_076431.1
OG0002373	XP_015681589.1, XP_029139594.1, XP_029141760.1	NP_001002814.2, NP_001317096.1
OG0002374	XP_015681609.1	NP_001167623.1, NP_001167624.1, NP_005824.2, XP_005251697.1
OG0002375	XP_015681661.1	NP_001182310.1, NP_001182311.1, NP_001381659.1, NP_005292.2
OG0002376	XP_015681698.1	NP_001098047.1, NP_001240744.1, NP_060456.3, XP_011522253.1
OG0002377	XP_015681773.1, XP_015686430.2	NP_001265281.1, NP_001349769.1, NP_002188.1
OG0002378	XP_015681887.1, XP_015685985.1, XP_029141364.1, XP_029142678.1	NP_009116.3
OG0002379	XP_015681982.1	NP_061197.4, NP_542435.2, NP_542436.2, NP_542437.2
OG0002380	XP_015682058.1, XP_015682629.1, XP_015685655.1, XP_029141035.1	NP_001371403.1
OG0002381	XP_015682140.1, XP_015682141.1	NP_001036143.1, NP_001036144.1, NP_786886.1
OG0002382	XP_015682150.1	NP_001171147.1, NP_001335366.1, NP_003476.3, XP_005268167.1
OG0002383	XP_015682255.1	NP_001138780.1, NP_001138781.1, NP_001138782.1, NP_001380429.1
OG0002384	XP_015682272.1, XP_015686284.1	NP_001269555.1, NP_001393914.1, NP_733822.1
OG0002385	XP_015682323.1, XP_015683245.1	NP_001078868.1, NP_001078869.1, XP_016864079.1
OG0002386	XP_015682382.1, XP_029142852.1	NP_001349894.1, NP_056996.2, XP_011515358.1
OG0002387	XP_015682467.1, XP_015686475.1	NP_001034756.1, NP_647475.1, XP_005272541.1
OG0002388	XP_015682478.1	NP_001070979.1, NP_001305837.1, NP_009040.2, XP_047275229.1
OG0002389	XP_015682487.1	NP_001137535.1, NP_065947.1, NP_663613.1, XP_011518175.1
OG0002390	XP_015682495.1	NP_001158087.1, NP_001158088.1, NP_001304725.1, NP_003497.2
OG0002391	XP_015682563.1	NP_001273769.1, NP_001273771.1, NP_056466.1, XP_005251963.2
OG0002392	XP_015682632.1	NP_001269355.1, NP_001269356.1, NP_002640.2, XP_005250500.1
OG0002393	XP_015682641.1	NP_000911.2, NP_001035806.1, NP_071504.2, XP_005274088.1
OG0002394	XP_015682648.1, XP_015685899.1	NP_002898.2, NP_116559.1, XP_005253518.1
OG0002395	XP_015682667.1	NP_001020105.1, NP_001020106.1, NP_001020107.1, NP_003922.1
OG0002396	XP_015682675.1	NP_001272988.1, NP_001272989.1, NP_001272990.1, NP_055303.2
OG0002397	XP_015682686.1, XP_015686856.1, XP_029142230.1	NP_001028252.1, NP_612200.1
OG0002398	XP_015682722.1	NP_001347164.1, NP_001347165.1, NP_055691.1, XP_005261935.1
OG0002399	XP_015682745.1	NP_001193940.1, NP_001833.1, NP_671693.1, XP_047278709.1
OG0002400	XP_015682752.1, XP_015682753.1, XP_015682754.1, XP_015682755.1	NP_064574.1
OG0002401	XP_015682886.1	NP_001034750.1, NP_001305705.1, NP_001305706.1, NP_683708.1
OG0002402	XP_015682914.1, XP_029138802.1	NP_001278220.1, NP_775752.1, XP_011525987.1
OG0002403	XP_015682916.1, XP_015686314.1	NP_001008530.1, NP_001350625.1, XP_016876952.1
OG0002404	XP_015682937.1, XP_015686364.1, XP_015686707.1, XP_029142520.1	NP_001186309.1
OG0002405	XP_015682945.1, XP_015684982.1	NP_001307684.1, NP_003161.2, XP_047292551.1
OG0002406	XP_015683014.1, XP_015683015.1, XP_015683016.1, XP_015683017.1	NP_066360.1
OG0002407	XP_015683044.2	NP_001306081.1, NP_001306082.1, NP_076964.1, XP_047296422.1
OG0002408	XP_015683266.1, XP_015683575.1, XP_015686816.1	NP_005286.2, XP_011514358.1
OG0002409	XP_015683311.1, XP_015686596.1	NP_000299.3, NP_001121167.1, NP_001161066.2
OG0002410	XP_015683340.1, XP_015686832.1	NP_001008240.1, NP_659492.1, XP_011524124.1
OG0002411	XP_015683385.1, XP_015685077.1	NP_001136082.1, NP_055498.3, XP_016880914.1
OG0002412	XP_015683407.1, XP_015685090.1, XP_029140045.1	NP_001159403.1, NP_001165948.1
OG0002413	XP_015683408.2	NP_001116698.1, NP_036255.2, NP_598400.1, XP_047274561.1
OG0002414	XP_015683483.1, XP_015685919.1, XP_029142410.1, XP_029142732.1	XP_047281848.1
OG0002415	XP_015683490.1, XP_015683496.1	NP_001182016.1, NP_149101.1, XP_011519431.1
OG0002416	XP_015683627.1, XP_015685795.2, XP_029139723.1	NP_001397929.1, NP_057239.4
OG0002417	XP_015683649.1	NP_001124334.1, NP_001397888.1, NP_006470.1, XP_047284041.1
OG0002418	XP_015683708.1, XP_015685682.1	NP_001306147.1, NP_003739.2, NP_733844.1
OG0002419	XP_015683734.1, XP_015684301.1	NP_001185915.1, NP_065131.1, NP_543017.1
OG0002420	XP_015683819.1, XP_015683822.1, XP_029140158.1	NP_065753.2, XP_011516268.1
OG0002421	XP_015683820.1	NP_001152.1, NP_001231319.1, NP_671701.1, NP_671702.1
OG0002422	XP_015683860.2, XP_015683971.2, XP_015684419.1	NP_078850.3, XP_024309980.1
OG0002423	XP_015683862.1, XP_029142492.1, XP_029142493.1	NP_115877.2, XP_005259389.1
OG0002424	XP_015684037.2, XP_015685418.2, XP_029142541.1, XP_029142542.1, XP_029142858.1	
OG0002425	XP_015684145.1	NP_001304981.1, NP_001304982.1, NP_001349607.1, NP_056504.3
OG0002426	XP_015684207.1	NP_001243461.1, NP_001243462.1, NP_060586.2, XP_047279963.1
OG0002427	XP_015684249.1, XP_015685826.1	NP_003024.1, NP_775479.1, XP_005251082.1
OG0002428	XP_015684264.2, XP_015686716.1	NP_001307265.1, NP_005090.3, XP_047290860.1
OG0002429	XP_015684292.1	NP_036428.1, NP_536739.1, XP_016884064.1, XP_024304550.1
OG0002430	XP_015684425.1	NP_001269795.1, NP_001388574.1, NP_001388575.1, XP_011537794.1
OG0002431	XP_015684450.1	NP_001269220.1, NP_001269221.1, NP_001269222.1, NP_009119.2
OG0002432	XP_015684476.1, XP_015685423.1	NP_001093138.1, NP_001093139.1, NP_054775.2
OG0002433	XP_015684521.1	NP_001070895.1, NP_001308163.1, NP_001308164.1, NP_653187.3
OG0002434	XP_015684544.1, XP_015684975.1, XP_029140522.1	NP_116277.2, XP_011517440.1
OG0002435	XP_015684563.1, XP_015685360.1	NP_001137545.1, NP_036256.2, XP_016873030.1
OG0002436	XP_015684594.1	NP_001193665.1, NP_057227.2, NP_061327.2, XP_011527602.1
OG0002437	XP_015684607.1	NP_001035940.1, NP_001171506.1, NP_996804.2, XP_016866335.1
OG0002438	XP_015684723.1	NP_060790.2, NP_775933.2, XP_006718692.1, XP_011530181.1
OG0002439	XP_015684727.1, XP_015684956.1	NP_001009941.1, NP_001009943.1, NP_061919.1
OG0002440	XP_015684771.1	NP_001137462.1, NP_001137463.1, NP_001137464.1, NP_060551.2
OG0002441	XP_015684796.2, XP_029141031.1, XP_029141034.1, XP_029142534.1, XP_029142535.1	
OG0002442	XP_015684840.1, XP_015684848.1	NP_001116080.1, NP_001165462.1, NP_005324.3
OG0002443	XP_015685044.1, XP_015686206.2, XP_015686388.1, XP_015686593.1	NP_056271.3
OG0002444	XP_015685121.1, XP_029142227.1	XP_011514312.1, XP_011533105.1, XP_047298886.1
OG0002445	XP_015685183.1, XP_029142065.1, XP_029142426.1	NP_000171.1, XP_011522118.1
OG0002446	XP_015685317.1	NP_001001953.1, NP_001004462.1, NP_001004463.1, NP_001004464.1
OG0002447	XP_015685434.1, XP_015685435.1, XP_029142648.1	NP_001074305.1, XP_024303904.1
OG0002448	XP_015685555.1, XP_029140803.1	NP_001035878.1, NP_689842.3, XP_011516065.1
OG0002449	XP_015685623.1, XP_029140649.1	NP_001103824.1, NP_009086.4, NP_036362.3
OG0002450	XP_015685638.1, XP_015686395.1, XP_015686746.1, XP_015686839.1, XP_015686887.1	
OG0002451	XP_015685657.1, XP_015686642.1, XP_029142953.1	NP_001013649.2, XP_047298020.1
OG0002452	XP_015685689.1, XP_029139906.1, XP_029141469.1	NP_056028.2, XP_047284371.1
OG0002453	XP_015685807.1, XP_029139447.1	NP_000739.1, NP_000741.1, XP_011519488.1
OG0002454	XP_015685980.1, XP_029140736.1	NP_073622.2, NP_942153.1, XP_011528618.1
OG0002455	XP_015686009.1	NP_001357415.1, NP_001357416.1, NP_065819.1, XP_005268550.1
OG0002456	XP_015686115.1	NP_001162580.1, NP_001162581.1, NP_001162582.1, NP_005129.2
OG0002457	XP_015686299.1, XP_029140945.1	NP_001338775.1, NP_057195.2, XP_011521075.1
OG0002458	XP_015686343.1, XP_015686407.1, XP_015686474.1, XP_015686533.1	XP_006712466.1
OG0002459	XP_015686374.1, XP_029139452.1, XP_029140556.1	NP_004875.2, XP_011520543.3
OG0002460	XP_015686556.1, XP_015686562.1	NP_001130046.1, NP_001130047.1, NP_006046.1
OG0002461	XP_015686670.1, XP_029139436.1, XP_029142577.1	NP_001155088.2, NP_006257.1
OG0002462	XP_015686779.1	NP_001258449.1, NP_001258450.1, NP_001258451.1, NP_001309768.1
OG0002463	XP_015686894.1, XP_015686900.1	NP_001129064.1, NP_001170884.1, NP_002945.1
OG0002464	XP_015686903.1, XP_029141179.1, XP_029143032.1	NP_001019784.2, NP_060478.3
OG0002465	XP_015687051.1, XP_015687057.1, XP_015687064.1	NP_076986.1, XP_006718377.1
OG0002466	XP_015687092.1	NP_001070862.1, NP_001070863.1, NP_057042.2, XP_047278469.1
OG0002467	XP_015687107.1	NP_001007123.1, NP_001268734.1, NP_001268735.1, XP_005272482.1
OG0002468	XP_015687130.1	NP_001137498.1, NP_001137499.1, NP_001137500.1, NP_055249.1
OG0002469	XP_015687221.1	NP_001287797.1, NP_001287798.1, NP_001523.2, XP_047282816.1
OG0002470	XP_015687238.1	NP_057134.1, NP_733934.1, NP_733935.1, XP_016873624.1
OG0002471	XP_015687259.2, XP_029141325.1	NP_005236.2, XP_005262891.1, XP_016872667.1
OG0002472	XP_015687401.1	NP_001035944.1, NP_001035945.1, NP_060326.1, XP_005274612.1
OG0002473	XP_015687405.1	NP_001032252.1, NP_001397858.1, NP_060452.3, XP_016857072.1
OG0002474	XP_015687418.1	NP_001311009.1, NP_001381274.1, NP_997351.2, XP_047276558.1
OG0002475	XP_015687428.1	NP_001112362.1, NP_001230587.1, NP_001230588.1, NP_002055.1
OG0002476	XP_015687434.1	NP_001304825.1, NP_001304826.1, NP_777581.1, XP_047305699.1
OG0002477	XP_015687516.1	NP_001139511.2, NP_001307181.1, NP_001397823.1, NP_689494.3
OG0002478	XP_015687568.1	NP_001372785.1, NP_001372786.1, NP_001372789.1, NP_001372790.1
OG0002479	XP_015687769.1	NP_004169.3, NP_599150.1, NP_599151.2, XP_005269172.1
